Year,OrgSize,Industry,Experience,Title,Country,Salary
2020,2 to 9 employees,,2,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, QA or test",Canada,726060.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,100 to 499 employees,,2,"Developer, back-end",Canada,35547.0
2020,20 to 99 employees,,33,"Developer, back-end;Engineering manager",Canada,
2020,2 to 9 employees,,3,"Designer;Developer, front-end",Canada,31009.0
2020,,,,,Canada,
2020,20 to 99 employees,,1,"Developer, full-stack",Canada,60505.0
2020,500 to 999 employees,,26,"Developer, back-end",Canada,
2020,,,,,Canada,
2020,2 to 9 employees,,20,"Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,2 to 9 employees,,15,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;Product manager",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,5,Data or business analyst;Data scientist or machine learning specialist;Designer,Canada,52942.0
2020,,,,,Canada,
2020,,,,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test;Product manager",Canada,
2020,,,,"Developer, back-end;Developer, front-end",Canada,
2020,20 to 99 employees,,25,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",Canada,136136.0
2020,,,,,Canada,
2020,100 to 499 employees,,Less than 1 year,"Developer, front-end",Canada,28140.0
2020,,,14,"Developer, full-stack;Product manager",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,26,"Developer, game or graphics",Canada,
2020,20 to 99 employees,,2,"Developer, full-stack",Canada,
2020,10 to 19 employees,,Less than 1 year,"Developer, back-end",Canada,52942.0
2020,"10,000 or more employees",,1,"Data or business analyst;Designer;Developer, back-end;Developer, front-end;Developer, full-stack",Canada,
2020,"10,000 or more employees",,2,"Developer, front-end",Canada,64287.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,2,"Developer, full-stack",Canada,46891.0
2020,2 to 9 employees,,2,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",Canada,60505.0
2020,20 to 99 employees,,28,"Developer, full-stack",Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,6,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",Canada,39328.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,2 to 9 employees,,5,"Developer, full-stack;Developer, mobile;Product manager",Canada,49160.0
2020,20 to 99 employees,,40,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;DevOps specialist;System administrator",Canada,90758.0
2020,"5,000 to 9,999 employees",,17,"Developer, desktop or enterprise applications",Canada,
2020,20 to 99 employees,,4,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",Canada,
2020,,,,,Canada,
2020,2 to 9 employees,,4,"Developer, front-end",Canada,34034.0
2020,2 to 9 employees,,10,"Developer, front-end;Developer, full-stack",Canada,52950.0
2020,,,,,Canada,
2020,100 to 499 employees,,39,"Developer, desktop or enterprise applications;Engineer, data",Canada,
2020,20 to 99 employees,,Less than 1 year,"Developer, full-stack",Canada,1000000.0
2020,"1,000 to 4,999 employees",,10,"Developer, front-end;Developer, mobile",Canada,45379.0
2020,,,,Data or business analyst,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,10 to 19 employees,,2,"Developer, back-end",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,8,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, game or graphics;System administrator",Canada,
2020,"10,000 or more employees",,13,DevOps specialist;System administrator,Canada,75631.0
2020,20 to 99 employees,,15,"Developer, full-stack;Educator",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,2 to 9 employees,,5,"Developer, back-end",Canada,90758.0
2020,,,,,Canada,
2020,100 to 499 employees,,19,"Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;DevOps specialist;Engineering manager;Product manager;Scientist;System administrator",Canada,
2020,100 to 499 employees,,8,"Developer, mobile",Canada,106640.0
2020,,,5,"Data scientist or machine learning specialist;Developer, desktop or enterprise applications;Developer, full-stack;DevOps specialist",Canada,
2020,"1,000 to 4,999 employees",,13,"Developer, back-end;Developer, front-end;Developer, full-stack;Educator",Canada,98321.0
2020,,,18,"Developer, back-end",Canada,151263.0
2020,,,,,Canada,
2020,10 to 19 employees,,3,"Database administrator;Developer, QA or test",Canada,29496.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,10 to 19 employees,,3,Data scientist or machine learning specialist;Scientist;System administrator,Canada,54455.0
2020,,,16,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack",Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,22,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist;Engineer, site reliability;System administrator",Canada,
2020,100 to 499 employees,,12,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, QA or test",Canada,94539.0
2020,,,,,Canada,
2020,"10,000 or more employees",,20,Data or business analyst;Data scientist or machine learning specialist,Canada,83.0
2020,"10,000 or more employees",,4,"Developer, QA or test",Canada,
2020,100 to 499 employees,,4,"Data scientist or machine learning specialist;Developer, back-end;Developer, full-stack",Canada,37816.0
2020,"Just me - I am a freelancer, sole proprietor, etc.",,34,"Developer, mobile",Canada,83194.0
2020,20 to 99 employees,,18,"Developer, back-end;Engineer, data",Canada,102102.0
2020,20 to 99 employees,,7,"Developer, back-end;Developer, full-stack",Canada,
2020,,,,"Developer, full-stack",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,6,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,2 to 9 employees,,9,"Designer;Developer, back-end;Developer, full-stack;Developer, mobile;Developer, QA or test",Canada,
2020,20 to 99 employees,,9,"Database administrator;Developer, desktop or enterprise applications;Engineer, data",Canada,79413.0
2020,,,,,Canada,
2020,"10,000 or more employees",,20,"Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Developer, full-stack;Scientist;System administrator",Canada,41748.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,"Database administrator;Developer, back-end;System administrator",Canada,
2020,,,,,Canada,
2020,"10,000 or more employees",,10,"Developer, embedded applications or devices;DevOps specialist;Engineer, site reliability;System administrator",Canada,158826.0
2020,,,,Engineering manager,Canada,
2020,2 to 9 employees,,8,"Developer, full-stack",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,100 to 499 employees,,13,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",Canada,68068.0
2020,,,2,"Developer, back-end;Developer, full-stack",Canada,52942.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,10 to 19 employees,,2,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",Canada,39328.0
2020,20 to 99 employees,,2,"Developer, back-end;Developer, mobile",Canada,53169.0
2020,100 to 499 employees,,2,"Developer, full-stack",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,10 to 19 employees,,6,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist;Engineering manager;Senior executive/VP",Canada,1000000.0
2020,"10,000 or more employees",,27,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test;Product manager;System administrator",Canada,64287.0
2020,,,,"Developer, back-end;DevOps specialist;Engineer, data",Canada,
2020,"5,000 to 9,999 employees",,3,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;DevOps specialist",Canada,129.0
2020,,,,,Canada,
2020,100 to 499 employees,,6,"Developer, back-end;Developer, full-stack;Engineer, data;Engineer, site reliability;Scientist",Canada,
2020,20 to 99 employees,,26,"Database administrator;Developer, desktop or enterprise applications;Developer, full-stack;Developer, mobile;System administrator",Canada,37212.0
2020,,,,,Canada,
2020,,,,"Developer, back-end;Developer, front-end;Developer, full-stack;Scientist",Canada,
2020,"1,000 to 4,999 employees",,15,"Developer, front-end;Developer, full-stack;Developer, mobile",Canada,75631.0
2020,,,,,Canada,
2020,20 to 99 employees,,3,"Developer, back-end",Canada,55211.0
2020,,,,,Canada,
2020,20 to 99 employees,,12,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack",Canada,60505.0
2020,500 to 999 employees,,10,"Developer, back-end",Canada,75631.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,"10,000 or more employees",,2,"Developer, full-stack",Canada,75631.0
2020,,,,,Canada,
2020,500 to 999 employees,,7,"Developer, embedded applications or devices",Canada,57480.0
2020,"10,000 or more employees",,17,"Engineer, site reliability",Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,10,"Designer;Developer, front-end",Canada,
2020,20 to 99 employees,,17,Senior executive/VP,Canada,113447.0
2020,20 to 99 employees,,1,"Developer, full-stack",Canada,41597.0
2020,100 to 499 employees,,,"Data or business analyst;DevOps specialist;Engineer, data",Canada,68068.0
2020,"10,000 or more employees",,6,"Developer, back-end;Engineer, data",Canada,113447.0
2020,,,,,Canada,
2020,,,,"Developer, mobile",Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,19,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist;Engineering manager;Product manager;System administrator",Canada,75631.0
2020,,,2,,Canada,
2020,10 to 19 employees,,4,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;Engineer, data",Canada,45379.0
2020,,,,,Canada,
2020,"10,000 or more employees",,12,"Developer, back-end;Developer, full-stack;DevOps specialist",Canada,86976.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,13,"Developer, back-end;Developer, full-stack",Canada,72606.0
2020,,,,,Canada,
2020,100 to 499 employees,,3,"Developer, embedded applications or devices;Developer, mobile",Canada,49160.0
2020,,,20,"Designer;Developer, front-end",Canada,
2020,100 to 499 employees,,12,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",Canada,91514.0
2020,,,,,Canada,
2020,"10,000 or more employees",,27,"Developer, full-stack",Canada,68068.0
2020,,,,"Academic researcher;Data or business analyst;Developer, mobile;Developer, QA or test;DevOps specialist;Engineer, data;Engineer, site reliability;Engineering manager;Marketing or sales professional;Senior executive/VP;System administrator",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,15,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, game or graphics;Developer, mobile",Canada,86976.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,4,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,45379.0
2020,,,,,Canada,
2020,20 to 99 employees,,4,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, mobile;Engineering manager",Canada,60505.0
2020,,,,,Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,6,"Developer, back-end;Engineer, data",Canada,
2020,,,,,Canada,
2020,"1,000 to 4,999 employees",,20,"Data or business analyst;Developer, back-end",Canada,49160.0
2020,500 to 999 employees,,2,Academic researcher;Data scientist or machine learning specialist,Canada,
2020,100 to 499 employees,,10,"Developer, back-end",Canada,90758.0
2020,"5,000 to 9,999 employees",,1,"Developer, back-end;Developer, desktop or enterprise applications",Canada,
2020,"1,000 to 4,999 employees",,20,"Developer, back-end",Canada,124792.0
2020,,,,,Canada,
2020,"10,000 or more employees",,9,,Canada,62018.0
2020,20 to 99 employees,,3,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,39700.0
2020,20 to 99 employees,,2,"Developer, full-stack",Canada,
2020,20 to 99 employees,,4,"Developer, front-end;Developer, full-stack",Canada,70337.0
2020,"10,000 or more employees",,33,"Developer, full-stack",Canada,109665.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,4,"Designer;Developer, desktop or enterprise applications;Developer, front-end;Developer, game or graphics",Canada,
2020,"1,000 to 4,999 employees",,1,"Developer, full-stack",Canada,41597.0
2020,,,,,Canada,
2020,500 to 999 employees,,3,"Developer, back-end",Canada,170150.0
2020,"10,000 or more employees",,Less than 1 year,System administrator,Canada,
2020,,,,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics",Canada,
2020,,,,,Canada,
2020,10 to 19 employees,,18,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, mobile",Canada,79413.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,100 to 499 employees,,3,"Developer, desktop or enterprise applications;Developer, full-stack",Canada,56723.0
2020,100 to 499 employees,,14,"Developer, desktop or enterprise applications;Developer, embedded applications or devices",Canada,110000.0
2020,,,,,Canada,
2020,100 to 499 employees,,2,"Developer, back-end",Canada,64287.0
2020,20 to 99 employees,,1,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile",Canada,26450.0
2020,100 to 499 employees,,2,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,71850.0
2020,,,,"Developer, game or graphics",Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,7,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;System administrator",Canada,90758.0
2020,"1,000 to 4,999 employees",,10,"Developer, back-end;DevOps specialist;Engineer, site reliability;System administrator",Canada,109665.0
2020,,,,,Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,14,"Designer;Developer, full-stack;DevOps specialist",Canada,
2020,,,,,Canada,
2020,500 to 999 employees,,34,"Developer, front-end;Developer, full-stack;Developer, game or graphics;Educator",Canada,83194.0
2020,"1,000 to 4,999 employees",,14,Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Educator,Canada,69581.0
2020,,,,,Canada,
2020,500 to 999 employees,,Less than 1 year,DevOps specialist,Canada,49160.0
2020,100 to 499 employees,,8,"Developer, back-end;Developer, full-stack",Canada,61640.0
2020,20 to 99 employees,,23,"Developer, back-end;Developer, full-stack",Canada,196641.0
2020,20 to 99 employees,,20,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack",Canada,189078.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,100 to 499 employees,,21,"Data or business analyst;Developer, full-stack;DevOps specialist",Canada,68068.0
2020,,,,,Canada,
2020,"1,000 to 4,999 employees",,10,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist",Canada,
2020,,,,"Academic researcher;Data or business analyst;Developer, back-end",Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,,"Developer, back-end",Canada,18156.0
2020,10 to 19 employees,,2,"Developer, front-end",Canada,34034.0
2020,,,,,Canada,
2020,"1,000 to 4,999 employees",,3,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",Canada,52942.0
2020,"10,000 or more employees",,5,"Developer, back-end",Canada,135380.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,25,"Database administrator;Developer, back-end;System administrator",Canada,62018.0
2020,,,,,Canada,
2020,"10,000 or more employees",,5,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist",Canada,60505.0
2020,100 to 499 employees,,5,"Engineer, data",Canada,32676.0
2020,"1,000 to 4,999 employees",,11,"Developer, back-end;Developer, full-stack",Canada,80925.0
2020,,,,,Canada,
2020,2 to 9 employees,,7,"Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;DevOps specialist",Canada,77144.0
2020,100 to 499 employees,,6,"Academic researcher;Data scientist or machine learning specialist;Developer, back-end;Scientist",Canada,
2020,,,,,Canada,
2020,100 to 499 employees,,6,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,Product manager,Canada,
2020,"5,000 to 9,999 employees",,12,"Engineer, site reliability;System administrator",Canada,68068.0
2020,,,15,"Designer;Developer, front-end;Developer, full-stack",Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,Less than 1 year,"Developer, back-end;Developer, full-stack",Canada,
2020,2 to 9 employees,,3,"Developer, full-stack",Canada,
2020,,,,,Canada,
2020,,,1,Marketing or sales professional,Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,5,"Developer, front-end;Educator",Canada,49160.0
2020,,,2,"Academic researcher;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Educator;Scientist",Canada,54455.0
2020,2 to 9 employees,,24,"Data or business analyst;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Engineer, data;Product manager;Scientist;Senior executive/VP;System administrator",Canada,121010.0
2020,,,8,Academic researcher,Canada,37816.0
2020,,,,,Canada,
2020,10 to 19 employees,,4,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack",Canada,37816.0
2020,,,,,Canada,
2020,20 to 99 employees,,4,"Data scientist or machine learning specialist;Developer, full-stack",Canada,75631.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,"5,000 to 9,999 employees",,7,"Developer, back-end;Developer, full-stack",Canada,99833.0
2020,,,,,Canada,
2020,10 to 19 employees,,10,"Developer, front-end;Marketing or sales professional",Canada,
2020,,,,,Canada,
2020,,,5,Data or business analyst,Canada,34034.0
2020,"Just me - I am a freelancer, sole proprietor, etc.",,7,"Developer, full-stack",Canada,230000.0
2020,20 to 99 employees,,25,"Developer, full-stack;Engineering manager;Senior executive/VP",Canada,
2020,,,20,Engineering manager,Canada,
2020,20 to 99 employees,,20,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;DevOps specialist;Engineering manager;Product manager",Canada,68068.0
2020,20 to 99 employees,,26,"Data or business analyst;Data scientist or machine learning specialist;Database administrator;Developer, back-end;Developer, game or graphics;Educator;Engineer, data;Engineer, site reliability;Engineering manager;Product manager;Scientist;Senior executive/VP;System administrator",Canada,109665.0
2020,"10,000 or more employees",,6,"Developer, desktop or enterprise applications;Developer, full-stack",Canada,65799.0
2020,100 to 499 employees,,14,"Developer, back-end",Canada,86976.0
2020,,,,,Canada,
2020,100 to 499 employees,,14,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, game or graphics",Canada,68068.0
2020,,,,,Canada,
2020,2 to 9 employees,,13,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;Product manager",Canada,83194.0
2020,20 to 99 employees,,7,"Developer, mobile;Developer, QA or test;Engineering manager",Canada,907572.0
2020,20 to 99 employees,,9,"Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Engineer, data;Marketing or sales professional;Product manager",Canada,121010.0
2020,100 to 499 employees,,4,"Developer, front-end;Developer, full-stack",Canada,113447.0
2020,100 to 499 employees,,23,"Academic researcher;Data scientist or machine learning specialist;Developer, desktop or enterprise applications",Canada,132355.0
2020,100 to 499 employees,,9,"Developer, back-end;Developer, front-end;Developer, full-stack;Engineering manager",Canada,90758.0
2020,,,,,Canada,
2020,100 to 499 employees,,2,Data or business analyst;Database administrator;System administrator,Canada,75631.0
2020,100 to 499 employees,,6,"Developer, full-stack",Canada,43866.0
2020,"Just me - I am a freelancer, sole proprietor, etc.",,10,,Canada,0.0
2020,,,,,Canada,
2020,,,,,Canada,
2020,,,,,Canada,
2020,"10,000 or more employees",,Less than 1 year,"Developer, full-stack;DevOps specialist",Canada,52942.0
2020,20 to 99 employees,,1,"Designer;Developer, front-end;Marketing or sales professional",Canada,
2020,"1,000 to 4,999 employees",,2,"Developer, back-end",Canada,94539.0
2020,"10,000 or more employees",,Less than 1 year,"Designer;Developer, front-end",Canada,52942.0
2020,"Just me - I am a freelancer, sole proprietor, etc.",,30,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist",Canada,
2020,,,,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics",Canada,
2020,,,,,Canada,
2020,100 to 499 employees,,7,"Designer;Developer, front-end;Product manager",Canada,48404.0
2020,,,,,Canada,
2020,100 to 499 employees,,5,"Developer, QA or test",Canada,75631.0
2020,,,,,Canada,
2020,10 to 19 employees,,2,"Developer, full-stack",Canada,21780.0
2020,10 to 19 employees,,7,"Developer, back-end;Developer, full-stack",Canada,31550.0
2020,20 to 99 employees,,7,"Developer, back-end;Developer, full-stack;Developer, game or graphics",Canada,57480.0
2020,100 to 499 employees,,4,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",Canada,52942.0
2020,20 to 99 employees,,20,"Developer, back-end",Canada,98321.0
2020,,,,"Developer, back-end;Developer, full-stack",Canada,
2020,100 to 499 employees,,1,"Developer, front-end",Canada,42202.0
2020,100 to 499 employees,,12,"Database administrator;Developer, back-end;Developer, full-stack;Developer, QA or test;System administrator",Canada,86976.0
2020,"Just me - I am a freelancer, sole proprietor, etc.",,12,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",Canada,
2020,20 to 99 employees,,11,"Developer, front-end;Developer, full-stack",Canada,52942.0
2020,"1,000 to 4,999 employees",,20,"Designer;Developer, desktop or enterprise applications;Educator;Product manager",Canada,
2020,20 to 99 employees,,25,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,66556.0
2020,500 to 999 employees,,14,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;DevOps specialist",Canada,57480.0
2020,100 to 499 employees,,3,"Developer, desktop or enterprise applications;Developer, game or graphics",Canada,56723.0
2020,500 to 999 employees,,35,"Database administrator;Developer, full-stack;DevOps specialist;System administrator",Canada,139918.0
2020,100 to 499 employees,,3,"Developer, back-end",Canada,1000000.0
2020,2 to 9 employees,,6,"Developer, full-stack;Developer, QA or test;DevOps specialist",Canada,90758.0
2020,"10,000 or more employees",,13,"Developer, desktop or enterprise applications",Canada,66556.0
2020,100 to 499 employees,,2,"Developer, full-stack;Developer, game or graphics",Canada,60505.0
2020,2 to 9 employees,,5,Scientist,Canada,
2020,,,,,Canada,
2020,20 to 99 employees,,Less than 1 year,"Developer, front-end",Canada,56723.0
2020,20 to 99 employees,,8,"Data or business analyst;Developer, full-stack",Canada,34034.0
2020,20 to 99 employees,,16,"Developer, front-end;Developer, full-stack;Engineer, site reliability;System administrator",Canada,
2020,20 to 99 employees,,2,"Developer, back-end;Developer, full-stack",Canada,62774.0
2020,2 to 9 employees,,4,"Developer, full-stack;Developer, mobile",Canada,54455.0
2020,100 to 499 employees,,22,"Developer, back-end;Developer, embedded applications or devices;DevOps specialist;System administrator",Canada,69581.0
2020,"5,000 to 9,999 employees",,9,"Data scientist or machine learning specialist;Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",Canada,9681.0
2020,100 to 499 employees,,7,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",Canada,94539.0
2020,500 to 999 employees,,9,"Developer, full-stack",Canada,102102.0
2020,,,,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",Canada,
2020,"10,000 or more employees",,25,"Developer, embedded applications or devices",Canada,173952.0
2020,20 to 99 employees,,19,"Data or business analyst;Developer, embedded applications or devices;Developer, full-stack;Developer, mobile;DevOps specialist",Canada,78657.0
2020,20 to 99 employees,,6,"Developer, back-end",Canada,69581.0
2020,100 to 499 employees,,3,"Developer, desktop or enterprise applications;Developer, game or graphics",Canada,50673.0
2020,20 to 99 employees,,2,"Developer, back-end;Developer, desktop or enterprise applications",Canada,94539.0
2020,"10,000 or more employees",,31,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Educator;System administrator",Canada,86976.0
2020,100 to 499 employees,,10,"Developer, embedded applications or devices",Canada,94539.0
2020,2 to 9 employees,,1,"Developer, front-end",Canada,31765.0
2020,20 to 99 employees,,25,"Developer, back-end;DevOps specialist",Canada,80547.0
2020,"10,000 or more employees",,8,Data or business analyst;Data scientist or machine learning specialist;Database administrator,Canada,90758.0
2020,"10,000 or more employees",,3,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;DevOps specialist;Educator;System administrator",Canada,56723.0
2020,100 to 499 employees,,38,"Developer, full-stack;DevOps specialist",Canada,75631.0
2020,,,,"Developer, front-end",Canada,
2020,"10,000 or more employees",,6,"Developer, back-end;Developer, full-stack",Canada,56723.0
2020,,,6,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",Canada,
2020,,,,,Canada,
2020,,,3,"Developer, full-stack",Canada,
2020,10 to 19 employees,,4,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineering manager;Product manager",Canada,79413.0
2020,,,,,Canada,
2020,"5,000 to 9,999 employees",,3,"Designer;Developer, back-end",Canada,60505.0
2020,500 to 999 employees,,9,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Engineering manager;Product manager;System administrator",Canada,
2020,"1,000 to 4,999 employees",,8,"Designer;Developer, front-end;Developer, full-stack",Canada,49160.0
2020,20 to 99 employees,,Less than 1 year,"Developer, full-stack",Canada,41597.0
2020,2 to 9 employees,,18,"Developer, full-stack",Canada,86976.0
2020,"1,000 to 4,999 employees",,6,"Developer, front-end;Educator",Canada,43866.0
2020,"10,000 or more employees",,14,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;DevOps specialist;Engineer, site reliability",Canada,68068.0
2020,,,,"Data scientist or machine learning specialist;Developer, full-stack",Canada,
2020,"10,000 or more employees",,15,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",Canada,60505.0
2020,20 to 99 employees,,21,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",Canada,45379.0
2020,"10,000 or more employees",,2,DevOps specialist,Canada,68068.0
2020,500 to 999 employees,,12,"Developer, back-end;Developer, full-stack",Canada,124792.0
2020,"5,000 to 9,999 employees",,4,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist",Canada,90758.0
2020,,,,"Designer;Developer, back-end;Developer, desktop or enterprise applications",Canada,
2020,500 to 999 employees,,3,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",Canada,94539.0
2020,,,,,Canada,
2020,,,,"Data scientist or machine learning specialist;Developer, back-end",Canada,
2020,"1,000 to 4,999 employees",,1,"Developer, back-end",Canada,41597.0
2020,"10,000 or more employees",,15,Data scientist or machine learning specialist,Canada,86220.0
2020,"10,000 or more employees",,4,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;Engineer, data",Canada,128573.0
